1534097575.59119, 83
1534097576.0929685, 83
1534097576.59393, 83
1534097577.095093, 83
1534097577.5963178, 83
1534097578.097524, 83
1534097578.5987132, 83
1534097579.0999124, 83
1534097579.6012237, 83
1534097580.102463, 83
1534097580.6036716, 83
1534097581.1049078, 83
1534097581.6061456, 83
1534097582.1073513, 83
1534097582.6086326, 83
1534097583.1098704, 83
1534097583.6109517, 83
1534097584.1119587, 83
1534097584.6131039, 83
1534097585.1143165, 83
1534097585.6153364, 83
1534097586.1162958, 83
1534097586.6178074, 83
1534097587.119103, 83
1534097587.6203165, 83
1534097588.1212986, 83
1534097588.6225264, 83
1534097589.123781, 83
1534097589.6249814, 83
1534097590.1261938, 83
1534097590.6273806, 83
1534097591.1285958, 83
1534097591.629857, 83
1534097592.1350884, 83
1534097592.6365232, 83
1534097593.1378102, 83
1534097593.6390998, 83
1534097594.1403384, 83
1534097594.64155, 83
1534097594.9483464, 83
1534097595.4506688, 83
1534097595.9520493, 83
1534098074.7969594, 83
1534098075.298546, 83
1534098075.7994983, 83
1534098076.300663, 83
1534098076.8023667, 83
1534098077.3037086, 83
1534098077.8051374, 83
1534098078.3064642, 83
1534098078.8077214, 83
1534098079.3091002, 83
1534098079.8104613, 83
1534098080.3117704, 83
1534098080.812845, 83
1534098081.3140037, 83
1534098081.8153327, 83
1534098082.3166475, 83
1534098082.817878, 83
1534098083.319311, 83
1534098083.820625, 83
1534098084.3218942, 83
1534098084.8231742, 83
1534098085.3243847, 83
1534098085.8256197, 83
1534098086.326874, 83
1534098086.8281186, 83
1534098087.32954, 83
1534098087.8311949, 83
1534098088.3323548, 83
1534098088.8334937, 83
1534098089.3348992, 83
1534098089.8359716, 83
1534098090.33711, 83
1534098090.838472, 83
1534098091.3397474, 83
1534098091.8410277, 83
1534098092.342339, 83
1534098092.8435886, 83
1534098093.344924, 83
1534098093.8462648, 83
1534098094.3474994, 83
1534098094.8486898, 83
1534098095.2363913, 83
1534098095.7384665, 83
1534098096.2398958, 83
1534098096.7414675, 83
1534098097.2429752, 83
1534098097.744368, 83
1534098098.245703, 83
1534098098.746779, 83
1534098099.2477794, 83
1534098099.7490976, 83
1534098100.2502217, 83
1534098100.7513967, 83
1534098126.5146208, 83
1534098127.0168817, 83
1534098127.5180774, 83
1534098128.0193253, 83
1534098128.5209444, 83
1534098129.0225444, 83
1534098129.523943, 83
