1537464926.517215, [0.07912087912087912-0.015628815628815631.051037851037851] 
1537464926.524105, [0.08791208791208792-0.0068376068376068381.0627594627594628] 
1537464926.5305028, [0.08595848595848596-0.0068376068376068381.0354090354090355] 
1537464926.536891, [0.08302808302808302-0.0078144078144078141.051037851037851] 
1537464926.5433357, [0.08498168498168499-0.0058608058608058611.005128205128205] 
1537464926.5498178, [0.0967032967032967-0.0048840048840048841.0246642246642246] 
1537464926.5561025, [0.089865689865689870.00293040293040293041.0393162393162394] 
1537464926.5626314, [0.084981684981684990.01.0383394383394384] 
1537464926.569479, [0.08693528693528693-0.0166056166056166061.0393162393162394] 
1537464926.5761592, [0.07228327228327229-0.0117216117216117221.055921855921856] 
1537464926.582531, [0.0761904761904762-0.0048840048840048841.056898656898657] 
1537464926.5889034, [0.06935286935286936-0.0048840048840048841.0588522588522589] 
1537464926.5953102, [0.08302808302808302-0.0058608058608058611.091086691086691] 
1537464926.6017509, [0.078144078144078140.01.0617826617826618] 
1537464926.6080582, [0.07228327228327229-0.0107448107448107451.0197802197802197] 
1537464926.6149492, [0.07423687423687424-0.0068376068376068381.0412698412698413] 
1537464926.6213255, [0.08302808302808302-0.0087912087912087911.0402930402930404] 
1537464926.6275954, [0.06251526251526252-0.00293040293040293041.055921855921856] 
1537464926.6338406, [0.08986568986568987-0.00195360195360195361.0148962148962148] 
1537464926.640162, [0.07814407814407814-0.0048840048840048841.0197802197802197] 
1537464926.6465185, [0.0800976800976801-0.0117216117216117221.0305250305250304] 
1537464926.6529603, [0.07326007326007326-0.00293040293040293041.0402930402930404] 
1537464926.6594942, [0.07326007326007326-0.0146520146520146521.0862026862026861] 
1537464926.6658132, [0.08400488400488401-0.00293040293040293041.0608058608058608] 
1537464926.6723025, [0.07716727716727717-0.0048840048840048841.0412698412698413] 
1537464926.678599, [0.07032967032967033-0.00293040293040293041.0393162393162394] 
1537464926.6850796, [0.08107448107448108-0.0039072039072039071.0285714285714285] 
1537464926.691449, [0.09084249084249084-0.0048840048840048841.0373626373626375] 
1537464926.698016, [0.07814407814407814-0.0068376068376068381.0383394383394384] 
1537464926.7044268, [0.08107448107448108-0.0058608058608058611.0324786324786326] 
1537464926.7108445, [0.06837606837606838-0.00293040293040293041.0442002442002443] 
1537464926.717295, [0.08888888888888889-0.00097680097680097681.0637362637362637] 
1537464926.7236695, [0.0761904761904762-0.0048840048840048841.0481074481074482] 
1537464926.7299893, [0.08986568986568987-0.0039072039072039071.0842490842490842] 
1537464926.7363386, [0.07814407814407814-0.00097680097680097681.051037851037851] 
1537464926.7427464, [0.0800976800976801-0.0097680097680097681.0041514041514041] 
1537464926.7492044, [0.08205128205128205-0.0078144078144078141.0334554334554336] 
1537464926.75554, [0.08595848595848596-0.0117216117216117221.0315018315018316] 
1537464926.7621238, [0.0673992673992674-0.0058608058608058611.0315018315018316] 
1537464926.768844, [0.069352869352869360.00293040293040293041.0354090354090355] 
1537464926.7752345, [0.08205128205128205-0.00293040293040293041.0588522588522589] 
1537464926.7815106, [0.07423687423687424-0.0117216117216117221.0275946275946275] 
1537464926.7877126, [0.0761904761904762-0.0048840048840048841.0236874236874236] 
1537464926.793909, [0.08986568986568987-0.0078144078144078141.0481074481074482] 
1537464926.8002086, [0.0800976800976801-0.0078144078144078141.0315018315018316] 
1537464926.806514, [0.08986568986568987-0.0048840048840048841.0412698412698413] 
1537464926.8129718, [0.0713064713064713-0.0078144078144078141.0451770451770452] 
1537464926.8194594, [0.08107448107448108-0.00097680097680097681.0285714285714285] 
1537464926.8258684, [0.07912087912087912-0.0078144078144078141.051037851037851] 
1537464926.8321135, [0.07716727716727717-0.0058608058608058611.0344322344322345] 
1537464926.838228, [0.07912087912087912-0.00097680097680097681.052991452991453] 
1537464926.8443587, [0.08205128205128205-0.0126984126984126981.0666666666666667] 
1537464926.8504636, [0.07716727716727717-0.0068376068376068381.0246642246642246] 
1537464926.8565333, [0.07716727716727717-0.00293040293040293041.0246642246642246] 
1537464926.8628504, [0.07521367521367521-0.0048840048840048841.0354090354090355] 
1537464926.8693488, [0.06544566544566545-0.0039072039072039071.0295482295482294] 
1537464926.8758683, [0.08107448107448108-0.0087912087912087911.053968253968254] 
1537464926.8824, [0.08205128205128205-0.0048840048840048841.0383394383394384] 
1537464926.8889878, [0.0761904761904762-0.0068376068376068381.0227106227106226] 
1537464926.8955555, [0.0761904761904762-0.0087912087912087911.0402930402930404] 
1537464926.9043446, [0.08498168498168499-0.0078144078144078141.0373626373626375] 
1537464926.914483, [0.10256410256410256-0.00293040293040293041.0275946275946275] 
1537464926.9245338, [0.089865689865689870.00097680097680097681.0422466422466423] 
1537464926.9345818, [0.08595848595848596-0.0058608058608058611.0354090354090355] 
1537464926.9446177, [0.08595848595848596-0.0205128205128205131.0490842490842491] 
1537464926.9546628, [0.077167277167277170.0039072039072039071.0197802197802197] 
1537464926.9646604, [0.08986568986568987-0.0136752136752136751.055921855921856] 
1537464926.9746492, [0.06837606837606838-0.0078144078144078141.0735042735042735] 
1537464926.9848545, [0.06446886446886448-0.0097680097680097681.0451770451770452] 
1537464926.9951136, [0.089865689865689870.01.0490842490842491] 
1537464927.0030816, [0.07912087912087912-0.0058608058608058611.0266178266178265] 
1537464927.0096319, [0.07912087912087912-0.00195360195360195361.0021978021978022] 
1537464927.0162356, [0.07912087912087912-0.00097680097680097681.053968253968254] 
1537464927.0262694, [0.08498168498168499-0.00293040293040293041.0363858363858365] 
1537464927.0328856, [0.09279609279609280.00195360195360195361.052991452991453] 
